photo_id,title,description,tags,faves,short_description,area
902408,St Michael's Mount Art Gallery,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Cornwall, Tourism, Culture",15462,"Visitors from around the world travel here for photography, heritage, and exploration.",Cornwall
902409,St Michael's Mount Adventure Trail,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Cornwall, Tourism, History",7479,A well-known England tourism landmark offering memorable experiences and local culture.,Cornwall
902410,St Michael's Mount Tourism Hub,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Cornwall, Tourism, History",7723,One of England's most visited attractions with strong tourism and sightseeing appeal.,Cornwall
902411,Land's End Historic Quarter,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Cornwall, Tourism, History",6619,"Visitors from around the world travel here for photography, heritage, and exploration.",Cornwall
902412,Land's End Museum,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Cornwall, Tourism, Heritage",3040,A well-known England tourism landmark offering memorable experiences and local culture.,Cornwall
902413,Land's End Gardens,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Cornwall, Tourism, Culture",1461,One of England's most visited attractions with strong tourism and sightseeing appeal.,Cornwall
902414,Land's End River Walk,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Cornwall, Tourism, Heritage",7649,One of England's most visited attractions with strong tourism and sightseeing appeal.,Cornwall
902415,Land's End Town Square,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Cornwall, Tourism, Urban",1122,One of England's most visited attractions with strong tourism and sightseeing appeal.,Cornwall
902416,Land's End Heritage Site,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Cornwall, Tourism, History",3672,One of England's most visited attractions with strong tourism and sightseeing appeal.,Cornwall
902417,Land's End Cultural Centre,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Cornwall, Tourism, Heritage",3906,One of England's most visited attractions with strong tourism and sightseeing appeal.,Cornwall
902418,Land's End Viewpoint,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Cornwall, Tourism, Culture",4243,"Visitors from around the world travel here for photography, heritage, and exploration.",Cornwall
902419,Land's End Cathedral,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Cornwall, Tourism, Architecture",2,"Visitors from around the world travel here for photography, heritage, and exploration.",Cornwall
902420,Land's End Castle,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Cornwall, Tourism, History",10777,One of England's most visited attractions with strong tourism and sightseeing appeal.,Cornwall
902421,Land's End Bridge,"A famous tourist destination in England known for its architecture, history, and culture.","England, Cornwall, Tourism, Culture",5514,"A famous tourist destination in England known for its architecture, history, and culture.",Cornwall
902422,Land's End Art Gallery,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Cornwall, Tourism, Heritage",17762,A well-known England tourism landmark offering memorable experiences and local culture.,Cornwall
902423,Land's End Adventure Trail,"A famous tourist destination in England known for its architecture, history, and culture.","England, Cornwall, Tourism, Urban",10718,"A famous tourist destination in England known for its architecture, history, and culture.",Cornwall
902424,Land's End Tourism Hub,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Cornwall, Tourism, History",15425,One of England's most visited attractions with strong tourism and sightseeing appeal.,Cornwall
902425,Tintagel Castle Historic Quarter,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Cornwall, Tourism, Architecture",9136,A well-known England tourism landmark offering memorable experiences and local culture.,Cornwall
902426,Tintagel Castle Museum,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Cornwall, Tourism, Culture",14407,"Visitors from around the world travel here for photography, heritage, and exploration.",Cornwall
902427,Tintagel Castle Gardens,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Cornwall, Tourism, History",12939,"Visitors from around the world travel here for photography, heritage, and exploration.",Cornwall
902428,Tintagel Castle River Walk,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Cornwall, Tourism, Urban",1626,A well-known England tourism landmark offering memorable experiences and local culture.,Cornwall
